ID,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
243715,29,30,William Saliba,95,93,46,78,78,95,88,90,96,51,41,71,28,41,56,69,65,39,94,87,61,78,56,48,91,86,90,94,86,96,97,94,95,76,92,90,CB,4,2,Right,"193cm / 6'4""",85kg / 187lb,,24,France,Premier League,Arsenal,"Anticipate+, Whipped Pass, Jockey, Block, Intercept, Slide Tackle, Relentless",https://www.futbin.com/25/player/55811/william-saliba,,,,,
277643,30,31,Lamine Yamal,95,93,94,93,95,40,80,95,92,97,95,97,99,61,86,94,99,80,97,80,97,97,97,86,92,95,80,31,58,40,35,50,92,95,75,70,RW,4,5,Left,"180cm / 5'11""",65kg / 143lb,"RM, LW",17,Spain,LALIGA EA SPORTS,FC Barcelona,"Technical+, Finesse Shot, Long Ball Pass, Tiki Taka, Flair, Press Proven, Quick Step",https://www.futbin.com/25/player/55812/lamine-yamal,,,,,
239085,31,32,Erling Haaland,95,93,95,92,92,50,95,88,97,99,99,97,86,93,93,97,84,82,96,87,95,90,87,82,97,95,97,48,92,42,52,32,97,92,96,97,ST,4,4,Left,"195cm / 6'5""",94kg / 207lb,,24,Norway,Premier League,Manchester City,"Rapid+, Chip Shot, Power Shot, Power Header, Bruiser, Press Proven, Trivela, Acrobatic",https://www.futbin.com/25/player/55813/erling-haaland,,,,,
265249,32,33,Lauren James,95,95,94,95,93,51,91,98,92,96,96,97,92,87,86,98,97,90,92,93,98,98,81,82,82,96,81,50,82,38,54,47,99,84,99,76,RW,4,5,Right,"175cm / 5'9""",77kg / 170lb,"RM, CAM",23,England,Barclays WSL,Chelsea,"Power Shot+, Finesse Shot, Long Ball Pass, Whipped Pass, Rapid, Flair, First Touch, Trickster, Press Proven, Quick Step, Relentless",https://www.futbin.com/25/player/55814/lauren-james,,,,,
202126,33,34,Harry Kane,95,90,95,90,92,53,92,90,90,96,97,96,91,91,95,92,86,75,91,94,88,92,81,81,97,97,97,45,97,50,50,40,98,84,96,90,ST,5,4,Right,"188cm / 6'2""",86kg / 190lb,,31,England,Bundesliga,FC Bayern München,"Finesse Shot+, Chip Shot, Power Shot, Power Header, Incisive Pass, Pinged Pass, Long Ball Pass, First Touch, Trivela",https://www.futbin.com/25/player/55815/harry-kane,,,,,
227102,34,35,Caroline Graham Hansen,95,92,92,92,95,54,85,93,91,92,91,93,94,88,84,93,94,81,93,88,96,98,97,80,88,95,89,40,82,52,57,53,94,97,83,74,RW,5,5,Right,175cm / 5'8',59kg / 130lb,RM,30,Norway,Liga F,FC Barcelona,"Quick Step+, Finesse Shot, Long Ball Pass, First Touch, Flair, Technical, Trickster, Trivela",https://www.futbin.com/25/player/55816/caroline-graham-hansen,,,,,
266928,35,36,Trinity Rodman,95,97,92,91,91,50,90,96,97,92,94,92,90,80,85,93,92,80,95,82,83,90,94,90,90,91,87,48,80,44,50,45,94,98,88,86,RM,5,4,Right,"173cm / 5'8""",60kg / 132lb,"RW, ST",22,United States,NWSL,Washington Spirit,"Whipped Pass+, Finesse Shot, Rapid, Flair, Trickster, Quick Step, Relentless, Trivela",https://www.futbin.com/25/player/55817/trinity-rodman,,,,,
246272,36,37,Marie Katoto,95,92,95,91,91,42,92,95,90,99,98,92,91,98,90,93,84,85,99,83,84,91,91,80,90,94,92,28,96,40,37,32,99,97,99,64,ST,5,4,Right,"177cm / 5'10""",66kg / 146lb,,26,France,D1 Arkema,Paris SG,"Aerial+, Chip Shot, Power Shot, Power Header, Technical, Press Proven, Quick Step, Trivela",https://www.futbin.com/25/player/55818/marie-katoto,,,,,
247788,37,38,Giulia Gwinn,95,91,80,91,92,95,84,93,90,99,75,84,79,85,80,84,97,46,97,96,92,95,95,88,91,90,83,94,91,97,96,94,98,98,76,84,RB,4,4,Right,"172cm / 5'8""",58kg / 128lb,LB,25,Germany,GPFBL,FC Bayern München,"Intercept+, Long Ball Pass, Whipped Pass, Jockey, Anticipate, Bruiser, Rapid, First Touch, Relentless, Long Throw",https://www.futbin.com/25/player/55819/giulia-gwinn,,,,,
264012,38,39,Sophia Wilson,95,95,95,86,92,50,90,94,95,98,98,95,91,93,86,81,80,78,96,82,81,92,88,90,92,94,83,48,87,46,47,42,99,99,91,73,ST,5,4,Right,"164cm / 5'5""",58kg / 128lb,"RM, RW",24,United States,NWSL,Portland Timbers-Thorns,"Trickster+, Finesse Shot, Chip Shot, Power Header, Technical, Flair, First Touch, Quick Step",https://www.futbin.com/25/player/55820/sophia-wilson,,,,,
231478,39,40,Lautaro Martínez,95,91,95,80,92,60,88,93,90,99,99,94,86,99,81,84,73,70,84,78,85,90,93,96,96,93,92,53,95,61,57,49,96,86,88,90,ST,5,4,Right,"174cm / 5'9""",72kg / 159lb,,27,Argentina,Serie A TIM,Lombardia FC,"Finesse Shot+, Power Shot, Technical, Press Proven, Quick Step, Relentless, Aerial",https://www.futbin.com/25/player/55821/lautaro-martinez,,,,,
231432,40,41,Lindsey Horan,95,93,90,92,93,81,91,95,92,93,90,92,90,90,80,94,85,92,96,96,73,94,89,81,96,95,92,90,99,76,78,66,98,95,95,74,CM,5,4,Right,"175cm / 5'9""",67kg / 148lb,CAM,30,United States,D1 Arkema,OL,"Incisive Pass+, Finesse Shot, Power Shot, Dead Ball, Pinged Pass, Long Ball Pass, Tiki Taka, Whipped Pass, Acrobatic, Aerial",https://www.futbin.com/25/player/55822/lindsey-horan,,,,,
274753,41,42,Tarciane Karen dos Santos de Lima,95,90,52,77,78,95,90,90,90,67,50,48,53,33,76,50,84,41,88,88,74,72,75,70,88,87,74,96,94,95,96,92,90,89,90,93,CB,3,2,Right,"183cm / 6'0""",68kg / 150lb,,21,Brazil,NWSL,Houston Dash,"Aerial+, Jockey, Intercept, Anticipate, Slide Tackle",https://www.futbin.com/25/player/55823/tarciane-karen-dos-santos-de-lima,,,,,
269404,42,43,Salma Celeste Paralluelo Ayingono,95,95,92,92,94,50,85,94,95,86,95,95,88,90,82,95,87,85,95,91,98,95,98,83,86,95,90,46,82,47,47,44,98,86,94,58,LW,5,4,Left,"175cm / 5'9""",68kg / 150lb,"LM, ST",21,Spain,Liga F,FC Barcelona,"Finesse Shot+, Tiki Taka, Technical, First Touch, Press Proven, Quick Step",https://www.futbin.com/25/player/55824/salma-celeste-paralluelo-ayingono,,,,,
37576,43,44,Ronaldo Luís Nazário de Lima,95,95,95,80,95,44,76,96,95,96,98,94,89,96,89,81,73,89,85,74,86,97,90,84,95,95,90,41,85,37,41,36,80,82,84,47,ST,5,5,Right,183cm / 6'0',78kg / 172lb,,,Brazil,Icons,EA FC ICONS,"Trickster+, Quick Step+, Finesse Shot, First Touch, Technical",https://www.futbin.com/25/player/56371/ronaldo-luis-nazario-de-lima,,,,,
257534,44,45,Cole Palmer,95,90,93,95,97,60,80,90,90,96,95,91,91,76,97,96,90,85,98,94,97,98,90,90,94,98,97,62,74,54,64,48,86,93,75,75,CAM,4,5,Left,189cm / 6'2',74kg / 163lb,"RM, RW",22,England,Premier League,Chelsea,"Dead Ball+, Finesse Shot+, Technical+, Incisive Pass, Whipped Pass, First Touch, Flair, Relentless",https://www.futbin.com/25/player/56781/cole-palmer,,,,,
233662,45,46,Sakina Karchaoui,95,97,75,91,95,92,80,98,97,93,63,86,86,67,80,84,98,75,95,90,90,96,97,95,91,95,95,96,74,92,96,92,85,96,68,88,LB,4,5,Left,"160cm / 5'3""",55kg / 121lb,LM,29,France,D1 Arkema,Paris SG,"Relentless+, Whipped Pass+, Jockey+, Block, Intercept, Anticipate, Technical, Quick Step",https://www.futbin.com/25/player/56785/sakina-karchaoui,,,,,
227316,46,47,Wendie Renard,95,86,73,80,78,98,93,86,86,77,70,88,66,61,74,75,64,63,90,90,75,75,70,70,96,80,94,97,99,99,99,88,86,80,98,96,CB,3,3,Right,"187cm / 6'2""",70kg / 154lb,CDM,34,France,D1 Arkema,OL,"Long Ball Pass+, Aerial+, Anticipate+, Power Header, Jockey, Block, Slide Tackle, Bruiser",https://www.futbin.com/25/player/56786/wendie-renard,,,,,
243715,47,48,William Saliba,95,90,47,80,83,95,93,88,91,52,42,72,28,42,58,80,66,40,92,86,65,81,70,70,92,90,93,94,86,96,99,93,95,85,96,93,CB,4,2,Right,"193cm / 6'4""",85kg / 187lb,,24,France,Premier League,Arsenal,"Relentless+, Anticipate+, Slide Tackle+, Jockey, Block, Intercept, Bruiser, Acrobatic, Aerial",https://www.futbin.com/25/player/56787/william-saliba,,,,,
204963,48,49,Daniel Carvajal Ramos,95,94,78,87,92,95,87,93,94,86,80,83,70,71,61,86,90,51,92,83,82,90,90,90,95,94,92,95,90,93,97,95,93,94,80,94,RB,4,4,Right,"173cm / 5'8""",73kg / 161lb,,33,Spain,LALIGA EA SPORTS,Real Madrid,"Press Proven+, Long Ball Pass+, Jockey+, Whipped Pass, Block, Intercept, Technical, First Touch, Relentless",https://www.futbin.com/25/player/56788/daniel-carvajal-ramos,,,,,
242519,49,50,Eusébio da Silva Ferreira,95,94,95,88,95,48,82,93,94,96,95,95,96,95,95,90,88,90,88,86,85,98,96,94,96,91,96,43,94,45,43,37,87,92,78,78,ST,5,4,Right,"175cm / 5'9""",76kg / 168lb,,,Portugal,Icons,EA FC ICONS,"Rapid+, Power Shot+, Finesse Shot, Chip Shot, Tiki Taka, Quick Step, Relentless",https://www.futbin.com/25/player/56792/eusebio-da-silva-ferreira,,,,,
239085,50,51,Erling Haaland,95,92,96,77,88,50,92,85,98,99,99,98,87,94,94,82,64,68,84,73,86,87,88,87,99,88,94,47,90,42,51,33,96,83,97,92,ST,4,4,Left,"195cm / 6'5""",94kg / 207lb,,24,Norway,Premier League,Manchester City,"Power Shot+, Acrobatic+, Finesse Shot, Chip Shot, Power Header, Bruiser, Press Proven",https://www.futbin.com/25/player/57095/erling-haaland,,,,,
246219,51,52,Khadija Shaw,95,90,95,85,90,41,94,91,90,98,98,97,93,85,83,90,75,66,90,87,75,90,80,80,94,95,95,34,99,30,40,28,98,93,98,85,ST,5,4,Right,"180cm / 5'11""",70kg / 154lb,,28,Jamaica,Barclays WSL,Manchester City,"Finesse Shot+, Press Proven+, Aerial+, Power Shot, Incisive Pass, Technical, First Touch, Quick Step, Trivela",https://www.futbin.com/25/player/57108/khadija-shaw,,,,,
20801,52,53,C. Ronaldo dos Santos Aveiro,95,91,96,88,92,42,90,91,91,97,96,96,94,91,98,90,88,87,90,84,88,90,86,86,96,95,99,37,97,30,41,31,99,93,93,77,ST,4,5,Right,"187cm / 6'2""",85kg / 187lb,LW,40,Portugal,ROSHN Saudi League,Al Nassr,"Power Shot+, Quick Step+, Acrobatic+, Power Header, Technical, Flair, Trickster, Trivela, Aerial",https://www.futbin.com/25/player/57109/c-ronaldo-dos-santos-aveiro,,,,,
256675,53,54,Omar Marmoush,95,98,92,89,95,48,86,96,99,94,94,92,90,88,82,92,82,80,97,82,82,95,99,93,93,93,93,50,92,39,44,34,96,92,82,86,CAM,5,5,Right,"183cm / 6'0""",81kg / 179lb,"ST, LW",26,Egypt,Premier League,Manchester City,"Technical+, Power Shot+, Finesse Shot, Power Header, Incisive Pass, Tiki Taka, Rapid, Trickster, Quick Step, Relentless",https://www.futbin.com/25/player/57779/omar-marmoush,,,,,
247635,54,55,Khvicha Kvaratskhelia,95,95,90,90,99,52,85,94,95,92,91,91,92,77,77,93,87,74,93,85,92,99,99,99,99,99,99,51,78,48,50,43,89,88,86,77,LW,5,5,Right,"183cm / 6'0""",70kg / 154lb,"LM, RW",24,Georgia,Ligue 1 Uber Eats,Paris SG,"Finesse Shot+, Trickster+, Power Shot, Incisive Pass, Technical, Rapid, Flair, First Touch, Quick Step, Trivela",https://www.futbin.com/25/player/57782/khvicha-kvaratskhelia,,,,,
190042,55,56,Diego Maradona,95,90,91,91,96,40,77,92,88,92,94,86,91,87,93,95,88,93,90,89,95,97,90,95,93,96,95,45,67,28,41,38,82,78,75,77,CAM,3,5,Left,165cm / 5'4',70kg / 154lb,ST,,Argentina,Icons,EA FC ICONS,"Technical+, Finesse Shot, Dead Ball, Incisive Pass, Tiki Taka, Flair, First Touch",https://www.futbin.com/25/player/57801/diego-maradona,,,,,
222665,56,57,Martin Ødegaard,95,91,93,96,95,78,77,91,91,96,94,93,95,89,79,98,93,92,98,98,91,95,93,93,98,97,95,80,67,79,84,68,77,98,67,74,CM,5,5,Left,"178cm / 5'10""",68kg / 150lb,CAM,26,Norway,Premier League,Arsenal,"Incisive Pass+, Long Ball Pass+, Pinged Pass, Whipped Pass, Technical, Flair, First Touch, Trivela",https://www.futbin.com/25/player/57806/martin-odegaard,,,,,
231677,57,58,Marcus Rashford,95,99,95,90,95,49,84,98,99,94,94,99,94,89,98,92,88,89,92,85,95,95,92,89,92,96,88,44,94,46,45,37,96,89,87,69,LM,5,5,Right,"186cm / 6'1""",70kg / 154lb,"ST, LW",27,England,Premier League,Aston Villa,"Finesse Shot+, Power Shot+, Whipped Pass, Technical, Rapid, Flair, First Touch, Trickster, Quick Step, Relentless",https://www.futbin.com/25/player/58179/marcus-rashford,,,,,
